ingredient_rxcui,primary_drug_name,therapeutic_class_l2,drug_class_l3,drug_subclass_l4
7268,natamycin,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",INTESTINAL ANTIINFECTIVES,Antibiotics
7299,neomycin,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",INTESTINAL ANTIINFECTIVES,Antibiotics
732,amphotericin B,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",INTESTINAL ANTIINFECTIVES,Antibiotics
7597,nystatin,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",INTESTINAL ANTIINFECTIVES,Antibiotics
7934,paromomycin,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",INTESTINAL ANTIINFECTIVES,Antibiotics
8536,polymyxin B,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",INTESTINAL ANTIINFECTIVES,Antibiotics
10174,sulfaguanidine,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",INTESTINAL ANTIINFECTIVES,Sulfonamides
33632,phthalylsulfathiazole,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",INTESTINAL ANTIINFECTIVES,Sulfonamides
37289,succinylsulfathiazole,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",INTESTINAL ANTIINFECTIVES,Sulfonamides
6932,miconazole,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",INTESTINAL ANTIINFECTIVES,Imidazole derivatives
31782,nifuroxazide,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",INTESTINAL ANTIINFECTIVES,Other intestinal antiinfectives
31786,nifurzide,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",INTESTINAL ANTIINFECTIVES,Other intestinal antiinfectives
272,activated charcoal,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",INTESTINAL ADSORBENTS,Charcoal preparations
1310706,crospovidone,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",INTESTINAL ADSORBENTS,Other intestinal adsorbents
18516,attapulgite,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",INTESTINAL ADSORBENTS,Other intestinal adsorbents
32987,pectin,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",INTESTINAL ADSORBENTS,Other intestinal adsorbents
6102,kaolin,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",INTESTINAL ADSORBENTS,Other intestinal adsorbents
1653781,eluxadoline,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",ANTIPROPULSIVES,Antipropulsives
23024,difenoxin,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",ANTIPROPULSIVES,Antipropulsives
3500,diphenoxylate,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",ANTIPROPULSIVES,Antipropulsives
6468,loperamide,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",ANTIPROPULSIVES,Antipropulsives
7676,opium,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",ANTIPROPULSIVES,Antipropulsives
1347,beclomethasone,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",INTESTINAL ANTIINFLAMMATORY AGENTS,Corticosteroids acting locally
1514,betamethasone,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",INTESTINAL ANTIINFLAMMATORY AGENTS,Corticosteroids acting locally
19831,budesonide,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",INTESTINAL ANTIINFLAMMATORY AGENTS,Corticosteroids acting locally
5492,hydrocortisone,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",INTESTINAL ANTIINFLAMMATORY AGENTS,Corticosteroids acting locally
57257,tixocortol,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",INTESTINAL ANTIINFLAMMATORY AGENTS,Corticosteroids acting locally
8638,prednisolone,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",INTESTINAL ANTIINFLAMMATORY AGENTS,Corticosteroids acting locally
8640,prednisone,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",INTESTINAL ANTIINFLAMMATORY AGENTS,Corticosteroids acting locally
42612,cromolyn,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",INTESTINAL ANTIINFLAMMATORY AGENTS,"Antiallergic agents, excl. corticosteroids"
18747,balsalazide,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",INTESTINAL ANTIINFLAMMATORY AGENTS,Aminosalicylic acid and similar agents
32385,olsalazine,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",INTESTINAL ANTIINFLAMMATORY AGENTS,Aminosalicylic acid and similar agents
52582,mesalamine,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",INTESTINAL ANTIINFLAMMATORY AGENTS,Aminosalicylic acid and similar agents
9524,sulfasalazine,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",INTESTINAL ANTIINFLAMMATORY AGENTS,Aminosalicylic acid and similar agents
236782,Saccharomyces boulardii,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",ANTIDIARRHEAL MICROORGANISMS,Antidiarrheal microorganisms
350202,Escherichia coli,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",ANTIDIARRHEAL MICROORGANISMS,Antidiarrheal microorganisms
1364449,crofelemer,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",OTHER ANTIDIARRHEALS,Other antidiarrheals
16738,racecadotril,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",OTHER ANTIDIARRHEALS,Other antidiarrheals
1300701,lorcaserin,"ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS","ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS",Centrally acting antiobesity products
21244,clobenzorex,"ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS","ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS",Centrally acting antiobesity products
2469247,setmelanotide,"ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS","ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS",Centrally acting antiobesity products
29444,mefenorex,"ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS","ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS",Centrally acting antiobesity products
32022,cathine,"ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS","ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS",Centrally acting antiobesity products
3268,dexfenfluramine,"ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS","ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS",Centrally acting antiobesity products
3389,diethylpropion,"ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS","ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS",Centrally acting antiobesity products
36514,sibutramine,"ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS","ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS",Centrally acting antiobesity products
4328,fenfluramine,"ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS","ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS",Centrally acting antiobesity products
6664,mazindol,"ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS","ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS",Centrally acting antiobesity products
8152,phentermine,"ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS","ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS",Centrally acting antiobesity products
37925,orlistat,"ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS","ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS",Peripherally acting antiobesity products
41397,lactase,"DIGESTIVES, INCL. ENZYMES","DIGESTIVES, INCL. ENZYMES",Enzyme preparations
743,amylase,"DIGESTIVES, INCL. ENZYMES","DIGESTIVES, INCL. ENZYMES",Enzyme preparations
8016,pepsin A,"DIGESTIVES, INCL. ENZYMES","DIGESTIVES, INCL. ENZYMES",Enzyme preparations
21183,citric acid,"DIGESTIVES, INCL. ENZYMES","DIGESTIVES, INCL. ENZYMES",Acid preparations
5486,hydrochloric acid,"DIGESTIVES, INCL. ENZYMES","DIGESTIVES, INCL. ENZYMES",Acid preparations
221109,"insulin, regular, pork",DRUGS USED IN DIABETES,INSULINS AND ANALOGUES,"Insulins and analogues for injection, fast-acting"
253182,"insulin, regular, human",DRUGS USED IN DIABETES,INSULINS AND ANALOGUES,"Insulins and analogues for injection, fast-acting"
400008,"insulin glulisine, human",DRUGS USED IN DIABETES,INSULINS AND ANALOGUES,"Insulins and analogues for injection, fast-acting"
51428,"insulin aspart, human",DRUGS USED IN DIABETES,INSULINS AND ANALOGUES,"Insulins and analogues for injection, fast-acting"
86009,insulin lispro,DRUGS USED IN DIABETES,INSULINS AND ANALOGUES,"Insulins and analogues for injection, fast-acting"
221109,"insulin, regular, pork",DRUGS USED IN DIABETES,INSULINS AND ANALOGUES,"Insulins and analogues for injection, intermediate-acting"
253182,"insulin, regular, human",DRUGS USED IN DIABETES,INSULINS AND ANALOGUES,"Insulins and analogues for injection, intermediate-acting"
86009,insulin lispro,DRUGS USED IN DIABETES,INSULINS AND ANALOGUES,"Insulins and analogues for injection, intermediate-acting"
221109,"insulin, regular, pork",DRUGS USED IN DIABETES,INSULINS AND ANALOGUES,"Insulins and analogues for injection, intermediate- or long-acting combined with fast-acting"
253182,"insulin, regular, human",DRUGS USED IN DIABETES,INSULINS AND ANALOGUES,"Insulins and analogues for injection, intermediate- or long-acting combined with fast-acting"
51428,"insulin aspart, human",DRUGS USED IN DIABETES,INSULINS AND ANALOGUES,"Insulins and analogues for injection, intermediate- or long-acting combined with fast-acting"
86009,insulin lispro,DRUGS USED IN DIABETES,INSULINS AND ANALOGUES,"Insulins and analogues for injection, intermediate- or long-acting combined with fast-acting"
139825,insulin detemir,DRUGS USED IN DIABETES,INSULINS AND ANALOGUES,"Insulins and analogues for injection, long-acting"
1670007,insulin degludec,DRUGS USED IN DIABETES,INSULINS AND ANALOGUES,"Insulins and analogues for injection, long-acting"
221109,"insulin, regular, pork",DRUGS USED IN DIABETES,INSULINS AND ANALOGUES,"Insulins and analogues for injection, long-acting"
253182,"insulin, regular, human",DRUGS USED IN DIABETES,INSULINS AND ANALOGUES,"Insulins and analogues for injection, long-acting"
274783,insulin glargine,DRUGS USED IN DIABETES,INSULINS AND ANALOGUES,"Insulins and analogues for injection, long-acting"
253182,"insulin, regular, human",DRUGS USED IN DIABETES,INSULINS AND ANALOGUES,Insulins and analogues for inhalation
6809,metformin,DRUGS USED IN DIABETES,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",Biguanides
8129,phenformin,DRUGS USED IN DIABETES,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",Biguanides
102846,glibornuride,DRUGS USED IN DIABETES,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",Sulfonylureas
10633,tolazamide,DRUGS USED IN DIABETES,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",Sulfonylureas
10635,tolbutamide,DRUGS USED IN DIABETES,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",Sulfonylureas
173,acetohexamide,DRUGS USED IN DIABETES,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",Sulfonylureas
2068,carbutamide,DRUGS USED IN DIABETES,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",Sulfonylureas
2404,chlorpropamide,DRUGS USED IN DIABETES,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",Sulfonylureas
25789,glimepiride,DRUGS USED IN DIABETES,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",Sulfonylureas
25793,gliquidone,DRUGS USED IN DIABETES,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",Sulfonylureas
4815,glyburide,DRUGS USED IN DIABETES,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",Sulfonylureas
4816,gliclazide,DRUGS USED IN DIABETES,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",Sulfonylureas
4821,glipizide,DRUGS USED IN DIABETES,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",Sulfonylureas
102848,glymidine,DRUGS USED IN DIABETES,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",Sulfonamides (heterocyclic)
1043562,metformin / saxagliptin,DRUGS USED IN DIABETES,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",Combinations of oral blood glucose lowering drugs
1243019,linagliptin / metformin,DRUGS USED IN DIABETES,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",Combinations of oral blood glucose lowering drugs
1368384,alogliptin / metformin,DRUGS USED IN DIABETES,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",Combinations of oral blood glucose lowering drugs
1368402,alogliptin / pioglitazone,DRUGS USED IN DIABETES,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",Combinations of oral blood glucose lowering drugs
1486436,dapagliflozin / metformin,DRUGS USED IN DIABETES,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",Combinations of oral blood glucose lowering drugs
1545149,canagliflozin / metformin,DRUGS USED IN DIABETES,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",Combinations of oral blood glucose lowering drugs
1598392,empagliflozin / linagliptin,DRUGS USED IN DIABETES,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",Combinations of oral blood glucose lowering drugs
1664314,empagliflozin / metformin,DRUGS USED IN DIABETES,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",Combinations of oral blood glucose lowering drugs
1727500,dapagliflozin / saxagliptin,DRUGS USED IN DIABETES,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",Combinations of oral blood glucose lowering drugs
1992684,ertugliflozin / metformin,DRUGS USED IN DIABETES,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",Combinations of oral blood glucose lowering drugs
1992825,ertugliflozin / sitagliptin,DRUGS USED IN DIABETES,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",Combinations of oral blood glucose lowering drugs
2117292,dapagliflozin / metformin / saxagliptin,DRUGS USED IN DIABETES,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",Combinations of oral blood glucose lowering drugs
2281864,empagliflozin / linagliptin / metformin,DRUGS USED IN DIABETES,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",Combinations of oral blood glucose lowering drugs
606253,glimepiride / rosiglitazone,DRUGS USED IN DIABETES,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",Combinations of oral blood glucose lowering drugs
607999,metformin / pioglitazone,DRUGS USED IN DIABETES,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",Combinations of oral blood glucose lowering drugs
614348,metformin / rosiglitazone,DRUGS USED IN DIABETES,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",Combinations of oral blood glucose lowering drugs
647235,glimepiride / pioglitazone,DRUGS USED IN DIABETES,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",Combinations of oral blood glucose lowering drugs
729717,metformin / sitagliptin,DRUGS USED IN DIABETES,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",Combinations of oral blood glucose lowering drugs
802646,metformin / repaglinide,DRUGS USED IN DIABETES,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",Combinations of oral blood glucose lowering drugs
16681,acarbose,DRUGS USED IN DIABETES,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",Alpha glucosidase inhibitors
30009,miglitol,DRUGS USED IN DIABETES,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",Alpha glucosidase inhibitors
33738,pioglitazone,DRUGS USED IN DIABETES,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",Thiazolidinediones
72610,troglitazone,DRUGS USED IN DIABETES,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",Thiazolidinediones
84108,rosiglitazone,DRUGS USED IN DIABETES,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",Thiazolidinediones
1100699,linagliptin,DRUGS USED IN DIABETES,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",Dipeptidyl peptidase 4 (DPP-4) inhibitors
1368001,alogliptin,DRUGS USED IN DIABETES,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",Dipeptidyl peptidase 4 (DPP-4) inhibitors
593411,sitagliptin,DRUGS USED IN DIABETES,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",Dipeptidyl peptidase 4 (DPP-4) inhibitors
596554,vildagliptin,DRUGS USED IN DIABETES,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",Dipeptidyl peptidase 4 (DPP-4) inhibitors
857974,saxagliptin,DRUGS USED IN DIABETES,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",Dipeptidyl peptidase 4 (DPP-4) inhibitors
1440051,lixisenatide,DRUGS USED IN DIABETES,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",Glucagon-like peptide-1 (GLP-1) analogues
1534763,albiglutide,DRUGS USED IN DIABETES,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",Glucagon-like peptide-1 (GLP-1) analogues
1551291,dulaglutide,DRUGS USED IN DIABETES,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",Glucagon-like peptide-1 (GLP-1) analogues
1991302,semaglutide,DRUGS USED IN DIABETES,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",Glucagon-like peptide-1 (GLP-1) analogues
475968,liraglutide,DRUGS USED IN DIABETES,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",Glucagon-like peptide-1 (GLP-1) analogues
60548,exenatide,DRUGS USED IN DIABETES,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",Glucagon-like peptide-1 (GLP-1) analogues
1373458,canagliflozin,DRUGS USED IN DIABETES,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",Sodium-glucose co-transporter 2 (SGLT2) inhibitors
1488564,dapagliflozin,DRUGS USED IN DIABETES,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",Sodium-glucose co-transporter 2 (SGLT2) inhibitors
1545653,empagliflozin,DRUGS USED IN DIABETES,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",Sodium-glucose co-transporter 2 (SGLT2) inhibitors
1992672,ertugliflozin,DRUGS USED IN DIABETES,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",Sodium-glucose co-transporter 2 (SGLT2) inhibitors
2627044,bexagliflozin,DRUGS USED IN DIABETES,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",Sodium-glucose co-transporter 2 (SGLT2) inhibitors
2638675,sotagliflozin,DRUGS USED IN DIABETES,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",Sodium-glucose co-transporter 2 (SGLT2) inhibitors
139953,pramlintide,DRUGS USED IN DIABETES,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS","Other blood glucose lowering drugs, excl. insulins"
18880,benfluorex,DRUGS USED IN DIABETES,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS","Other blood glucose lowering drugs, excl. insulins"
2601723,tirzepatide,DRUGS USED IN DIABETES,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS","Other blood glucose lowering drugs, excl. insulins"
26344,guar gum,DRUGS USED IN DIABETES,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS","Other blood glucose lowering drugs, excl. insulins"
274332,nateglinide,DRUGS USED IN DIABETES,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS","Other blood glucose lowering drugs, excl. insulins"
73044,repaglinide,DRUGS USED IN DIABETES,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS","Other blood glucose lowering drugs, excl. insulins"
38386,tolrestat,DRUGS USED IN DIABETES,OTHER DRUGS USED IN DIABETES,Aldose reductase inhibitors
2621880,teplizumab,DRUGS USED IN DIABETES,OTHER DRUGS USED IN DIABETES,Other drugs used in diabetes
2642217,donislecel,DRUGS USED IN DIABETES,OTHER DRUGS USED IN DIABETES,Other drugs used in diabetes
11246,vitamin A,VITAMINS,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO","Vitamin A, plain"
19143,beta carotene,VITAMINS,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO","Vitamin A, plain"
12062,alfacalcidol,VITAMINS,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",Vitamin D and analogues
1889,calcifediol,VITAMINS,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",Vitamin D and analogues
1894,calcitriol,VITAMINS,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",Vitamin D and analogues
2418,cholecalciferol,VITAMINS,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",Vitamin D and analogues
3429,dihydrotachysterol,VITAMINS,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",Vitamin D and analogues
4018,ergocalciferol,VITAMINS,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",Vitamin D and analogues
10454,thiamine,VITAMINS,"VITAMIN B1, PLAIN AND IN COMBINATION WITH VITAMIN B6 AND B12","Vitamin B1, plain"
18891,benphothiamine,VITAMINS,"VITAMIN B1, PLAIN AND IN COMBINATION WITH VITAMIN B6 AND B12","Vitamin B1, plain"
37317,sulbutiamine,VITAMINS,"VITAMIN B1, PLAIN AND IN COMBINATION WITH VITAMIN B6 AND B12","Vitamin B1, plain"
1151,ascorbic acid,VITAMINS,"ASCORBIC ACID (VITAMIN C), INCL. COMBINATIONS","Ascorbic acid (vitamin C), plain"
11256,vitamin E,VITAMINS,OTHER PLAIN VITAMIN PREPARATIONS,Other plain vitamin preparations
1588,biotin,VITAMINS,OTHER PLAIN VITAMIN PREPARATIONS,Other plain vitamin preparations
159151,tocophersolan,VITAMINS,OTHER PLAIN VITAMIN PREPARATIONS,Other plain vitamin preparations
22701,dexpanthenol,VITAMINS,OTHER PLAIN VITAMIN PREPARATIONS,Other plain vitamin preparations
32863,pantethine,VITAMINS,OTHER PLAIN VITAMIN PREPARATIONS,Other plain vitamin preparations
5833,inositol,VITAMINS,OTHER PLAIN VITAMIN PREPARATIONS,Other plain vitamin preparations
684879,pyridoxine,VITAMINS,OTHER PLAIN VITAMIN PREPARATIONS,Other plain vitamin preparations
7405,niacinamide,VITAMINS,OTHER PLAIN VITAMIN PREPARATIONS,Other plain vitamin preparations
9346,riboflavin,VITAMINS,OTHER PLAIN VITAMIN PREPARATIONS,Other plain vitamin preparations
1897,calcium carbonate,MINERAL SUPPLEMENTS,CALCIUM,Calcium
1901,calcium chloride,MINERAL SUPPLEMENTS,CALCIUM,Calcium
1908,calcium gluconate,MINERAL SUPPLEMENTS,CALCIUM,Calcium
1919,calcium phosphate,MINERAL SUPPLEMENTS,CALCIUM,Calcium
25806,calcium glubionate,MINERAL SUPPLEMENTS,CALCIUM,Calcium
47613,calcium citrate,MINERAL SUPPLEMENTS,CALCIUM,Calcium
47618,calcium gluceptate,MINERAL SUPPLEMENTS,CALCIUM,Calcium
47622,calcium lactate,MINERAL SUPPLEMENTS,CALCIUM,Calcium
47624,calcium levulinate,MINERAL SUPPLEMENTS,CALCIUM,Calcium
34296,potassium bicarbonate,MINERAL SUPPLEMENTS,POTASSIUM,Potassium
54993,potassium citrate,MINERAL SUPPLEMENTS,POTASSIUM,Potassium
8591,potassium chloride,MINERAL SUPPLEMENTS,POTASSIUM,Potassium
89903,potassium gluconate,MINERAL SUPPLEMENTS,POTASSIUM,Potassium
36721,sodium sulfate,MINERAL SUPPLEMENTS,OTHER MINERAL SUPPLEMENTS,Sodium
9863,sodium chloride,MINERAL SUPPLEMENTS,OTHER MINERAL SUPPLEMENTS,Sodium
39954,zinc sulfate,MINERAL SUPPLEMENTS,OTHER MINERAL SUPPLEMENTS,Zinc
58300,zinc gluconate,MINERAL SUPPLEMENTS,OTHER MINERAL SUPPLEMENTS,Zinc
139233,magnesium orotate,MINERAL SUPPLEMENTS,OTHER MINERAL SUPPLEMENTS,Magnesium
142131,magnesium aspartate,MINERAL SUPPLEMENTS,OTHER MINERAL SUPPLEMENTS,Magnesium
214688,magnesium lactate,MINERAL SUPPLEMENTS,OTHER MINERAL SUPPLEMENTS,Magnesium
52356,magnesium citrate,MINERAL SUPPLEMENTS,OTHER MINERAL SUPPLEMENTS,Magnesium
52358,magnesium gluconate,MINERAL SUPPLEMENTS,OTHER MINERAL SUPPLEMENTS,Magnesium
